"?column?","state","worker","percentile_cont"
"112317","MO","Retail Sales Associate",9.43
"112317","MO","Sales Associate",9.1
"112317","MO","Sales Representative",8.25
"112317","MO","Stocker",9.43
"112317","MO","Supervisor",15.03
"112317","MO","Unloader",9.06
"112317","MS","Area Manager",56357
"112317","MS","Assistant Manager",39584
"112317","MS","Cashier",8.92
"112317","MS","Cashier/Sales",8.68
"112317","MS","Co-manager",63736
"112317","MS","Courtesy Associate",8.79
"112317","MS","Customer Service Associate / Cashier",8.96
"112317","MS","Customer Service Manager",11.46
"112317","MS","Customer Service Representative",9.61
"112317","MS","Customer Service Supervisor",8.95
"112317","MS","Forklift Operator",14.98
"112317","MS","Greeter",3000
"112317","MS","IMS Associate",9.01
"112317","MS","Manager",32248
"112317","MS","Order Filler",16.56
"112317","MS","Replenishment Associate",9.23
"112317","MS","Retail Sales Associate",9.26
"112317","MS","Sales Associate",9.24
"112317","MS","Sales Representative",8.68
"112317","MS","Stocker",9.17
"112317","MS","Supervisor",12.87
"112317","MS","Unloader",9.16
"112317","MT","Assistant Manager",40379
"112317","MT","Backroom Associate",9.5
"112317","MT","Cake Decorator",10.27
"112317","MT","Cashier",10.02
"112317","MT","Cashier/Sales",9.84
"112317","MT","Co-manager",60000
"112317","MT","Department Manager",12.76
"112317","MT","Food Service Associate",11.49
"112317","MT","Inventory Associate",10.9
"112317","MT","Lube Technician",13.19
"112317","MT","Maintenance Associate",9
"112317","MT","Replenishment Associate",10.38
"112317","MT","Retail Sales Associate",9.63
"112317","MT","Sales Associate",9.55
"112317","MT","Unloader",11.33
"112317","NC","Assistant Manager",44587
"112317","NC","Cashier",8.93
"112317","NC","Cashier/Sales",8.97
"112317","NC","Co-manager",61120
"112317","NC","Courtesy Associate",9.05
"112317","NC","Customer Service Associate / Cashier",9.27
"112317","NC","Customer Service Manager",11.28
"112317","NC","Customer Service Representative",9.41
"112317","NC","Customer Service Supervisor",11.25
"112317","NC","Greeter",8.6
"112317","NC","IMS Associate",8.72
"112317","NC","Manager",39164
"112317","NC","Order Filler",17.96
"112317","NC","Replenishment Associate",9.58
"112317","NC","Retail Sales Associate",9.3
"112317","NC","Sales Associate",9.25
"112317","NC","Sales Representative",8.86
"112317","NC","Senior Sales Specialist",32129
"112317","NC","Stocker",9.44
"112317","NC","Supervisor",35173
"112317","NC","Unloader",9.63
"112317","NC","Warehouse Worker",11.16
"112317","NC","Zone Manager",30615
"112317","ND","Accounting Clerk",11.75
"112317","ND","Assistant Manager",71338
"112317","ND","Cashier",13.46
"112317","ND","Cashier/Sales",11.24
"112317","ND","Customer Service Associate / Cashier",12.64
"112317","ND","Customer Service Manager",16.04
"112317","ND","Customer Service Representative",12.43
"112317","ND","Department Manager",14.89
"112317","ND","Electronics Associate",13.24
"112317","ND","Optometrist",155000
"112317","ND","Overnight Manager",46147
"112317","ND","Replenishment Associate",12.14
"112317","ND","Sales Associate",11.71
"112317","ND","Stocker",12.79
"112317","ND","Trainee Manager",25.03
"112317","NE","Cashier",9.42
"112317","NE","Certified Pharmacy Technician",15.89
"112317","NE","Courtesy Associate",9.71
"112317","NE","Customer Service Associate / Cashier",9.88
"112317","NE","Customer Service Manager",11.5
"112317","NE","Customer Service Representative",10.37
"112317","NE","Customer Service Supervisor",10.89
"112317","NE","Deli Associate",10.13
"112317","NE","Greeter",9.24
"112317","NE","Inventory Associate",10.97
"112317","NE","Order Filler",18.66
"112317","NE","Pharmacy Technician",10.87
"112317","NE","Replenishment Associate",10.85
"112317","NE","Retail Sales Associate",9.73
"112317","NE","Sales Associate",9.8
"112317","NE","Sales Representative",8.72
"112317","NE","Stocker",10.95
"112317","NE","Unloader",10.11
"112317","NH","Assistant Manager",43890
"112317","NH","Cashier",9.14
"112317","NH","Co-manager",60000
"112317","NH","Customer Service Associate / Cashier",9.61
"112317","NH","Customer Service Manager",11.72
"112317","NH","Customer Service Representative",9.73
"112317","NH","Deli Associate",10.41
"112317","NH","Freight Handler",18.31
"112317","NH","Inventory Control Specialist",12.44
"112317","NH","Manager",11.56
"112317","NH","Office Assistant",29602
"112317","NH","Order Filler",19.35
"112317","NH","Overnight Manager",18
"112317","NH","Processor",39237
"112317","NH","Replenishment Associate",10.81
"112317","NH","Retail Sales Associate",9.4
"112317","NH","Sales Associate",9.87
"112317","NH","Service Writer",9.97
"112317","NH","Stocker",9
"112317","NH","Unloader",11.77
"112317","NH","Warehouse Worker",18.65
"112317","NJ","Area Supervisor",34930
"112317","NJ","Assistant Manager",51509
"112317","NJ","Cashier",9.64
"112317","NJ","Cashier/Sales",9.56
"112317","NJ","Customer Assistant",10.36
"112317","NJ","Customer Service Associate / Cashier",9.79
"112317","NJ","Customer Service Manager",12.37
"112317","NJ","Customer Service Representative",10.09
"112317","NJ","Customer Service Supervisor",12.06
"112317","NJ","Department Manager",12.7
"112317","NJ","Greeter",8.89
"112317","NJ","IMS Associate",18078
"112317","NJ","Inventory Associate",11.1
"112317","NJ","Manager",46164
"112317","NJ","Overnight Manager",43504
"112317","NJ","Replenishment Associate",10.66
"112317","NJ","Retail Sales Associate",9.96
"112317","NJ","Sales Associate",9.81
"112317","NJ","Sales Representative",10.78
"112317","NJ","Stocker",10.23
"112317","NJ","Supervisor",28050
"112317","NJ","Unloader",10.08
"112317","NJ","Warehouse Worker",9.9
"112317","NM","Assistant Manager",42516
"112317","NM","Cashier",9.39
"112317","NM","Cashier/Sales",9.18
"112317","NM","Co-manager",57750
"112317","NM","Courtesy Associate",8.68
"112317","NM","Customer Service Associate / Cashier",9.29
"112317","NM","Customer Service Manager",11.51
"112317","NM","Customer Service Representative",9.87
"112317","NM","Customer Service Supervisor",10.94
"112317","NM","Greeter",8.18
"112317","NM","IMS Associate",9.47
"112317","NM","Order Filler",17.52
"112317","NM","Overnight Manager",13.33
"112317","NM","Replenishment Associate",9.82
"112317","NM","Retail Sales Associate",9.91
"112317","NM","Sales Associate",9.45
"112317","NM","Sales Representative",9.83
"112317","NM","Stocker",9.43
"112317","NM","Unloader",10.11
"112317","NM","Warehouse Worker",12.52
"112317","NV","Assistant Manager",48447
"112317","NV","Cashier",9.49
"112317","NV","Co-manager",58811
"112317","NV","Courtesy Associate",8.94
"112317","NV","Customer Service Associate / Cashier",10.04
"112317","NV","Customer Service Manager",11.66
"112317","NV","Customer Service Representative",10.01
"112317","NV","Deli Associate",10.19
"112317","NV","Greeter",8.56
"112317","NV","IMS Associate",9.41
"112317","NV","Manager",30084
"112317","NV","Order Filler",18.63
"112317","NV","Overnight Manager",15.33
"112317","NV","Replenishment Associate",10.44
"112317","NV","Retail Sales Associate",9.91
"112317","NV","Sales Associate",9.67
"112317","NV","Sales Representative",9.42
"112317","NV","Shift Manager",58704
"112317","NV","Stocker",10.22
"112317","NV","Unloader",10.44
"112317","NV","Warehouse Worker",10.69
"112317","NY","Assistant Manager",46573
"112317","NY","Cashier",8.7
"112317","NY","Co-manager",67489
"112317","NY","Courtesy Associate",8.61
"112317","NY","Customer Service Associate / Cashier",9.49
"112317","NY","Customer Service Manager",11.64
"112317","NY","Customer Service Representative",9.65
"112317","NY","Customer Service Supervisor",10.79
"112317","NY","Deli Associate",10.1
"112317","NY","Greeter",11.21
"112317","NY","Inventory Associate",10.83
"112317","NY","Manager",43604
"112317","NY","Order Filler",17.51
"112317","NY","Overnight Manager",28584
"112317","NY","Replenishment Associate",10.34
"112317","NY","Retail Sales Associate",9.73
"112317","NY","Sales Associate",9.54
"112317","NY","Sales Representative",9.77
"112317","NY","Stocker",10.1
"112317","NY","Supervisor",11.29
"112317","NY","Unloader",9.83
"112317","NY","Warehouse Worker",11.4
"112317","OH","Assistant Manager",44288
"112317","OH","Cashier",9.04
"112317","OH","Cashier/Sales",8.95
"112317","OH","Co-manager",71121
"112317","OH","Courtesy Associate",8.79
"112317","OH","Customer Service Associate / Cashier",9.28
"112317","OH","Customer Service Manager",11.12
"112317","OH","Customer Service Representative",9.59
"112317","OH","Customer Service Supervisor",11.16
"112317","OH","Greeter",8.84
"112317","OH","IMS Associate",9.32
"112317","OH","Manager",32520
"112317","OH","Order Filler",18.43
"112317","OH","Replenishment Associate",9.71
"112317","OH","Retail Sales Associate",9.47
"112317","OH","Sales Associate",9.46
"112317","OH","Sales Manager",11.66
"112317","OH","Sales Representative",9.06
"112317","OH","Stocker",9.59
"112317","OH","Supervisor",24933
"112317","OH","Unloader",9.36
"112317","OH","Warehouse Worker",10.6
"112317","OH","Zone Manager",30884
"112317","OK","Assistant Manager",43780
"112317","OK","Cashier",8.74
"112317","OK","Cashier/Sales",8.66
"112317","OK","Co-manager",61952
"112317","OK","Courtesy Associate",9.48
"112317","OK","Customer Service Associate / Cashier",8.87
"112317","OK","Customer Service Manager",10.81
"112317","OK","Customer Service Representative",9.4
"112317","OK","Customer Service Supervisor",10.59
"112317","OK","Greeter",9.02
"112317","OK","IMS Associate",8.96
"112317","OK","Inventory Associate",9.33
"112317","OK","Manager",10.93
"112317","OK","Order Filler",17.33
"112317","OK","Replenishment Associate",9.4
"112317","OK","Retail Sales Associate",9.6
"112317","OK","Sales Associate",8.97
"112317","OK","Sales Representative",9.35
"112317","OK","Stocker",9.24
"112317","OK","Supervisor",10.24
"112317","OK","Team Leader",21060
"112317","OK","Unloader",8.96
"112317","OR","Assistant Manager",44668
"112317","OR","Cashier",9.87
"112317","OR","Co-manager",61840
"112317","OR","Courtesy Associate",9.71
"112317","OR","Customer Service Associate / Cashier",10.02
"112317","OR","Customer Service Manager",11.48
"112317","OR","Customer Service Representative",10.29
"112317","OR","Customer Service Supervisor",12.22
"112317","OR","Deli Associate",10.57
"112317","OR","Greeter",9.35
"112317","OR","Instock Associate",10.15
"112317","OR","Order Filler",18.06
"112317","OR","Replenishment Associate",12.78
"112317","OR","Retail Sales Associate",9.88
"112317","OR","Sales Associate",10.06
"112317","OR","Sales Representative",9.94
"112317","OR","Shift Manager",60000
"112317","OR","Stocker",10.17
"112317","OR","Supervisor",11.03
"112317","OR","Unloader",12.35
"112317","OR","Warehouse Worker",11.37
"112317","PA","Assistant Manager",44397
"112317","PA","Cashier",9.01
"112317","PA","Cashier/Sales",8.9
"112317","PA","Co-manager",62430
"112317","PA","Courtesy Associate",8.7
"112317","PA","Customer Assistant",9.73
"112317","PA","Customer Service Associate / Cashier",9.38
"112317","PA","Customer Service Manager",11.07
"112317","PA","Customer Service Representative",9.82
"112317","PA","Customer Service Supervisor",12.78
"112317","PA","Manager",38297
"112317","PA","Material Handler",14.36
"112317","PA","Order Filler",16.69
"112317","PA","Replenishment Associate",9.72
"112317","PA","Retail Sales Associate",9.53
"112317","PA","Sales Associate",9.44
"112317","PA","Sales Representative",9.44
"112317","PA","Salesperson",10.56
"112317","PA","Shift Manager",55099
"112317","PA","Stocker",9.61
"112317","PA","Supervisor",30067
"112317","PA","Unloader",9.47
"112317","PA","Warehouse Worker",13.44
"112317","RI","Cashier",9.53
"112317","RI","Cashier/Sales",8.64
"112317","RI","Customer Service Associate / Cashier",9.39
"112317","RI","Customer Service Manager",11.85
"112317","RI","Customer Service Representative",10.53
"112317","RI","Department Manager",11.89
"112317","RI","Remodel Associate",9.68
"112317","RI","Replenishment Associate",11
"112317","RI","Retail Sales Associate",9.24
"112317","RI","Sales Associate",9.6
"112317","RI","Stocker",10.1
"112317","SC","Assistant Manager",44050
"112317","SC","Cashier",8.84
"112317","SC","Cashier/Sales",8.76
"112317","SC","Co-manager",65983
"112317","SC","Courtesy Associate",8.55
"112317","SC","Customer Service Associate / Cashier",9.11
"112317","SC","Customer Service Manager",11.15
"112317","SC","Customer Service Representative",9.4
"112317","SC","Customer Service Supervisor",11.35
"112317","SC","Greeter",9.71
"112317","SC","IMS Associate",8.78
"112317","SC","Manager",48180
"112317","SC","Order Filler",17.03
"112317","SC","Replenishment Associate",7.81
"112317","SC","Retail Sales Associate",9.53
"112317","SC","Sales Associate",8.97
"112317","SC","Sales Representative",8.34
"112317","SC","Senior Sales Specialist",38313
"112317","SC","Stocker",9.38
"112317","SC","Supervisor",28974
"112317","SC","Team Leader",27514
"112317","SC","Unloader",8.93
"112317","SC","Warehouse Worker",10.95
"112317","SD","Assistant Manager",44384
"112317","SD","Associate",10.36
"112317","SD","Cashier",9.95
"112317","SD","Customer Service Associate / Cashier",11.89
"112317","SD","Customer Service Manager",29353
"112317","SD","Customer Service Representative",10.42
"112317","SD","Department Manager",26631
"112317","SD","Garden Associate",10
"112317","SD","Optometrist",155000
"112317","SD","Replenishment Associate",11.37
"112317","SD","Retail Sales Associate",10.34
"112317","SD","Sales and Service",11
"112317","SD","Sales Associate",10
"112317","SD","Stocker",11.08
"112317","SD","Unloader",9.08
"112317","TN","Assistant Manager",46065
"112317","TN","Cashier",8.7
"112317","TN","Cashier/Sales",8.53
"112317","TN","Courtesy Associate",8.7
"112317","TN","Customer Service Associate / Cashier",9.32
"112317","TN","Customer Service Manager",11.19
"112317","TN","Customer Service Representative",9.41
"112317","TN","Customer Service Supervisor",10.38
"112317","TN","Greeter",9.02
"112317","TN","IMS Associate",8.72
"112317","TN","Inventory Associate",9.55
"112317","TN","Manager",40599
"112317","TN","Order Filler",17.3
"112317","TN","Replenishment Associate",9.23
"112317","TN","Retail Sales Associate",9.44
"112317","TN","Sales Associate",9.11
"112317","TN","Sales Representative",10.44
"112317","TN","Shift Manager",57390
"112317","TN","Stocker",9.39
"112317","TN","Supervisor",11.61
"112317","TN","Unloader",9.02
"112317","TN","Zone Manager",30057
"112317","TX","Area Manager",55305
"112317","TX","Assistant Manager",46935
"112317","TX","Cashier",8.73
"112317","TX","Cashier/Sales",8.86
"112317","TX","Co-manager",68475
"112317","TX","Courtesy Associate",8.74
"112317","TX","Customer Service Associate / Cashier",9.12
"112317","TX","Customer Service Manager",11.29
"112317","TX","Customer Service Representative",9.46
"112317","TX","Customer Service Supervisor",11.2
"112317","TX","Customer Service/Sales Representative",9.8
"112317","TX","Greeter",8.99
"112317","TX","IMS Associate",8.09
"112317","TX","Manager",34033
"112317","TX","Order Filler",16.07
"112317","TX","Replenishment Associate",9.35
"112317","TX","Retail Sales Associate",9.22
"112317","TX","Sales and Marketing Manager",10.68
"112317","TX","Sales Associate",9.09
"112317","TX","Sales Manager",60000
"112317","TX","Sales Representative",9.4
"112317","TX","Stocker",8.78
"112317","TX","Supervisor",26735
"112317","TX","Unloader",9.95
"112317","TX","Warehouse Worker",12.11
"112317","UT","Cashier",9.2
"112317","UT","Cashier/Sales",9.29
"112317","UT","Certified Pharmacy Technician",14.4
"112317","UT","Customer Service Associate / Cashier",9.58
"112317","UT","Customer Service Manager",11.78
"112317","UT","Customer Service Representative",9.51
"112317","UT","Customer Service Supervisor",26327
"112317","UT","Greeter",9.27
"112317","UT","IMS Associate",9.3
"112317","UT","Order Filler",18.1
"112317","UT","Pharmacy Manager",86922
"112317","UT","Pharmacy Technician",12.99
"112317","UT","Replenishment Associate",10.28
"112317","UT","Retail Sales Associate",9.64
"112317","UT","Sales Associate",9.49
"112317","UT","Sales Representative",10.09
"112317","UT","Stocker",9.76
"112317","UT","Unloader",10.04
"112317","UT","Warehouse Worker",9.33
"112317","VA","Assistant Manager",44650
"112317","VA","Cashier",8.59
"112317","VA","Cashier/Sales",8.65
"112317","VA","Co-manager",66264
"112317","VA","Courtesy Associate",8.79
"112317","VA","Customer Assistant",8.98
"112317","VA","Customer Service Associate / Cashier",9.11
"112317","VA","Customer Service Manager",11.52
"112317","VA","Customer Service Representative",9.66
"112317","VA","Customer Service Supervisor",11.57
"112317","VA","Customer Service/Sales Representative",8.62
"112317","VA","IMS Associate",9.12
"112317","VA","Inventory Associate",9.54
"112317","VA","Manager",13.43
"112317","VA","Order Filler",16.16
"112317","VA","Replenishment Associate",9.41
"112317","VA","Retail Sales Associate",9.38
"112317","VA","Sales Associate",9.11
"112317","VA","Sales Representative",9.65
"112317","VA","Stocker",9.35
"112317","VA","Supervisor",13.97
"112317","VA","Unloader",10.46
"112317","VA","Zone Manager",13.7
"112317","VT","Asset Protection Associate",14.66
"112317","VT","CAP Team Associate",12.06
"112317","VT","Cashier",10.87
"112317","VT","Cashier/Sales",11.62
"112317","VT","Customer Service Associate / Cashier",12.36
"112317","VT","Department Manager",14.34
"112317","VT","Host/Hostess",13.62
"112317","VT","Human Resources Specialist",20.64
"112317","VT","Sales Associate",11.41
"112317","VT","Stocker",10.62
"112317","VT","Truck Driver",900
"112317","VT","Van Driver",900
"112317","WA","Cashier",10.15
"112317","WA","Cashier/Sales",10.06
"112317","WA","Certified Pharmacy Technician",37954
"112317","WA","Courtesy Associate",10.45
"112317","WA","Customer Service Associate / Cashier",10.21
"112317","WA","Customer Service Manager",12.42
"112317","WA","Customer Service Representative",13.31
"112317","WA","Customer Service Supervisor",12.58
"112317","WA","Forklift Operator",14.69
"112317","WA","Greeter",9.66
"112317","WA","IMS Associate",10.16
"112317","WA","Order Filler",17.99
"112317","WA","Pharmacist",119330
"112317","WA","Pharmacy Assistant",10.74
"112317","WA","Pharmacy Manager",139279
"112317","WA","Pharmacy Technician",15.58
"112317","WA","Replenishment Associate",11.84
"112317","WA","Retail Sales Associate",10.14
"112317","WA","Sales Associate",10.24
"112317","WA","Sales Representative",10.18
"112317","WA","Stocker",10.78
"112317","WA","Unloader",10.87
"112317","WI","Area Manager",60867
"112317","WI","Assistant Manager",45872
"112317","WI","Cashier",8.98
"112317","WI","Courtesy Associate",8.49
"112317","WI","Customer Service Associate / Cashier",9.11
"112317","WI","Customer Service Manager",11.86
"112317","WI","Customer Service Representative",9.53
"112317","WI","Customer Service Supervisor",11.09
"112317","WI","Deli Associate",10.2
"112317","WI","Forklift Operator",19.21
"112317","WI","Greeter",9.21
"112317","WI","IMS Associate",8.97
"112317","WI","Manager",12.58
"112317","WI","Order Filler",18.04
"112317","WI","Overnight Manager",42151
"112317","WI","Replenishment Associate",10.07
"112317","WI","Retail Sales Associate",9.82
"112317","WI","Sales Associate",9.28
"112317","WI","Sales Representative",10.63
"112317","WI","Stocker",9.81
"112317","WI","Supervisor",12.3
"112317","WI","Unloader",10.05
"112317","WV","Automotive Technician",10.01
"112317","WV","Cashier",8.72
"112317","WV","Cashier/Sales",8.62
"112317","WV","Customer Service Associate / Cashier",8.8
"112317","WV","Customer Service Manager",10.9
"112317","WV","Customer Service Representative",9.35
"112317","WV","Inventory Associate",9.7
"112317","WV","Lube Technician",9.7
"112317","WV","Maintenance Associate",9.37
"112317","WV","Maintenance Person",9.76
"112317","WV","Replenishment Associate",9.09
"112317","WV","Retail Sales Associate",8.99
"112317","WV","Sales Associate",9.29
"112317","WV","Sales Representative",9.68
"112317","WV","Stocker",9.42
"112317","WV","Technician",12.12
"112317","WV","Unloader",9.19
"112317","WY","Associate",11.18
"112317","WY","Cashier",9.98
"112317","WY","Customer Service Associate / Cashier",10.55
"112317","WY","Customer Service Manager",11.38
"112317","WY","Customer Service Representative",11.13
"112317","WY","Department Manager",12.43
"112317","WY","IMS Associate",11.17
"112317","WY","Inventory Control Specialist",10.84
"112317","WY","Order Filler",18.71
"112317","WY","Pharmacy Technician",14.4
"112317","WY","Produce Associate",11.44
"112317","WY","Replenishment Associate",11.57
"112317","WY","Retail Sales Associate",10.87
"112317","WY","Sales Associate",10.98
"112317","WY","Stocker",10.88
